,Participant,std_temp,slope_temp,confidence
0,P1,0.143854198072,-0.000983164326573,80
1,P1,0.126605593541,0.000484921258024,80
2,P1,0.13830042621,0.00225942746108,40
3,P1,0.204736120995,-0.00268183719124,40
4,P1,0.108238676595,0.00351082504389,40
5,P1,0.170459826296,-0.00143664699085,80
6,P1,0.0898787061443,0.00227345245692,60
7,P1,0.064389440128,-0.0022676566329,60
8,P2,0.0856174439137,-0.000332349578581,80
9,P2,0.10619613827,5.95478155425e-05,40
10,P2,0.103027250663,0.00459532722344,60
11,P2,0.111027238185,0.000509272680263,60
12,P2,0.0849697658648,-0.00438716753496,60
13,P2,0.0851301789521,0.000623427001316,60
14,P2,0.0914706799001,-0.00346866707065,80
15,P2,0.09439253951,-0.001501928151,100
16,P3,0.247830813167,-0.00526448181688,0
17,P3,0.123519146661,0.00376959787971,40
18,P3,0.161894573454,-0.00164992894815,0
19,P3,0.11788120965,-0.000460116747695,40
20,P3,0.0819021483525,-0.00228265402428,20
21,P3,0.0960556287967,-0.00315362255251,60
22,P3,0.107865678579,-0.00364388073298,40
23,P3,0.0796633827141,0.00394892720811,40
24,P4,0.179573647943,0.00381775583165,40
25,P4,0.198529558895,0.00796463163579,60
26,P4,0.183704693715,0.00448521916412,20
27,P4,0.161695869007,-0.0041623185656,60
28,P4,0.11366899184,-0.00276955138752,60
29,P4,0.107707521387,0.00212476038708,80
30,P4,0.158851561885,-0.00770205713172,80
31,P4,0.119502468594,0.00127980108235,60
32,P5,0.0812460255438,-0.0130193095377,60
33,P5,0.117345110678,0.00981897970378,40
34,P5,0.0631118935789,-0.00638993219843,40
35,P5,0.0694274672058,0.00283067421513,60
36,P5,0.122985093948,0.003276003276,40
37,P5,0.13807275674,-0.00495604357115,80
38,P5,0.0805961245602,-0.0034445051941,60
39,P5,0.115971204449,-0.0098335269067,60
40,P6,0.0988120298414,-0.00483281481258,40
41,P6,0.199968330826,-0.00453435647018,40
42,P6,0.109654563513,0.00110381317278,40
43,P6,0.118671535481,0.00561686815718,40
44,P6,0.139272013845,-0.0054941910376,40
45,P6,0.130541181242,-0.00432368818277,60
46,P6,0.112201349623,0.00274785323966,60
47,P6,0.0828025836381,0.00137922387311,60
48,P7,0.0746772818772,0.00827430577321,60
49,P7,0.15069835669,0.00517437145174,40
50,P7,0.26097438412,-0.0228755302033,40
51,P7,0.119080128162,0.00243858052775,60
52,P7,0.258548254684,-0.0304991771805,60
53,P7,0.149828413391,-0.00229124446834,80
54,P7,0.104865855354,0.00299820545367,100
55,P7,0.0935558656633,-0.0110842844601,60
56,P8,0.177311670714,0.0020841168359,0
57,P8,0.245482871093,0.0146542646543,40
58,P8,0.887883231081,-0.0297724756075,0
59,P8,0.145943025413,-0.0025443060186,60
60,P8,0.112291287878,0.010537870472,60
61,P8,0.686777047493,-0.000487487812805,80
62,P8,0.204500948886,0.00366759662707,60
63,P8,0.149649531048,0.0266440975487,80
64,P9,0.10766094074,0.00422183551487,60
65,P9,0.122678227975,-0.0105986131835,40
66,P9,0.115312680507,4.38798569516e-05,40
67,P9,0.0882801561219,0.0020960272971,60
68,P9,0.0676303679324,-0.00719235154811,60
69,P9,0.123676613642,0.013534274636,80
70,P9,0.092274534643,-0.00347399985373,60
71,P9,0.0590530935442,-0.00871473354232,60
72,P10,0.498217321615,0.0121325331287,60
73,P10,0.234838749135,0.0179584417213,40
74,P10,0.228278975108,0.0142374517375,0
75,P10,0.0682337892836,0.00538200538201,20
76,P10,0.0767753018209,0.00514641346844,40
77,P10,0.166777686467,0.0168427447936,60
78,P10,0.253302318046,0.0151367425535,40
79,P10,0.219820992873,0.00700862202489,60
80,P11,0.1605263925,-0.00239100574859,60
81,P11,0.167103421783,-0.00137965634015,60
82,P11,0.0699228145887,0.00931915360158,60
83,P11,0.0756846527816,0.00649863879863,60
84,P11,0.0891384690617,0.0219715834188,60
85,P11,0.203591795138,-0.0313871817384,60
86,P11,0.147585655268,-0.00500950709375,60
87,P11,0.227413280175,0.0301453047061,60
88,P12,0.143737121244,0.000562552036063,40
89,P12,0.151798207012,0.0,40
90,P12,0.129465583464,-0.00258376937827,60
91,P12,0.105353595098,0.00185665242065,40
92,P12,0.188853622971,0.0106247530403,60
93,P12,0.116473546166,-0.000596908016475,80
94,P12,0.116067855307,-0.00187467592039,40
95,P12,0.104069431825,0.00409925775576,60
96,P13,0.154645347605,-0.00610374055648,60
97,P13,0.197195332074,-0.00548254910273,60
98,P13,0.21776521724,0.00257523263377,80
99,P13,0.241212850452,0.00374435488481,80
100,P13,0.05004164932,0.0,80
101,P13,0.0851441634607,0.00334865397242,80
102,P13,0.134460607506,-0.00360658933619,80
103,P13,0.125191175445,-0.00517832397345,60
104,P14,0.202272230758,0.0144443118061,40
105,P14,0.0930873490086,-0.00495592298583,40
106,P14,0.124954357418,0.00294531297772,20
107,P14,0.161281741062,0.0021780765331,20
108,P14,0.065839198051,-0.000932672690178,20
109,P14,0.0905129631115,-0.00236475779517,40
110,P14,0.120899082855,0.00105490660217,40
111,P14,0.057706152185,0.0161414296695,60
